,Car_Name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
4239,Ford Aspire 1.2 Ti-VCT Trend,"1,00,135 kms",Petrol,Manual,1st Owner,2016,1950 cc,5 Seats,3.65 Lakh
4240,Maruti Wagon R VXI BS IV,"40,955 kms",Petrol,Manual,2nd Owner,2018,1248 cc,5 Seats,3.65 Lakh
4241,Kia Seltos X-Line AT D,"8,357 kms",Diesel,Automatic,1st Owner,2022,1197 cc,4 Seats,17.58 Lakh
4242,Maruti Swift VXI,"71,234 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats,4.31 Lakh
4243,Mercedes-Benz GLC 220d 4MATIC,"18,000 kms",Diesel,Automatic,1st Owner,2020,1197 cc,5 Seats,58.75 Lakh
4244,Hyundai Accent Executive,"43,308 kms",Petrol,Manual,1st Owner,2012,1997 cc,4 Seats,2.12 Lakh
4245,Audi A4 Technology,"16,000 kms",Petrol,Automatic,1st Owner,2021,1968 cc,5 Seats,41.80 Lakh
4246,Mercedes-Benz E-Class Exclusive E 220d,"32,000 kms",Diesel,Automatic,1st Owner,2019,1950 cc,7 Seats,54.75 Lakh
4247,Maruti Swift Dzire VDI,"1,11,298 kms",Diesel,Manual,2nd Owner,2015,1998 cc,5 Seats,4.28 Lakh
4248,Hyundai i20 Magna Plus BSIV,"5,240 kms",Petrol,Manual,1st Owner,2019,1493 cc,5 Seats,5.78 Lakh
4249,Tata Harrier XZ BSIV,"66,773 kms",Diesel,Manual,1st Owner,2019,1493 cc,5 Seats,13.83 Lakh
4250,Hyundai i20 Magna 1.2,"72,009 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats,4.58 Lakh
4251,Mahindra Thar LX 4-Str Hard Top,"5,500 kms",Petrol,Manual,1st Owner,2022,1373 cc,5 Seats,16.80 Lakh
4252,Audi Q5 30 TDI quattro Premium Plus,"56,500 kms",Diesel,Automatic,1st Owner,2016,1498 cc,5 Seats,23.90 Lakh
4253,Mercedes-Benz C-Class Progressive C 220d,"40,200 kms",Diesel,Automatic,1st Owner,2020,1196 cc,5 Seats,43.75 Lakh
4254,Mini 3 DOOR Cooper S,"4,200 kms",Petrol,Automatic,2nd Owner,2018,1197 cc,5 Seats,43.75 Lakh
4255,Hyundai i20 Asta Opt Diesel,"13,980 kms",Diesel,Manual,2nd Owner,2020,1197 cc,7 Seats,10.59 Lakh
4256,Mahindra TUV 300 T6 Plus,"39,563 kms",Diesel,Manual,1st Owner,2016,1198 cc,5 Seats,5.07 Lakh
4257,Tata Harrier XZ Plus,"20,499 kms",Diesel,Manual,1st Owner,2020,814 cc,5 Seats,19.22 Lakh
4258,Maruti Ciaz VXi Plus,"39,967 kms",Petrol,Manual,1st Owner,2016,2179 cc,5 Seats,5.39 Lakh
4259,Honda Amaze V CVT Diesel BSIV,"87,593 kms",Diesel,Automatic,2nd Owner,2018,1582 cc,5 Seats,5.97 Lakh
4260,Ford Aspire 1.2 Ti-VCT Trend,"41,717 kms",Petrol,Manual,1st Owner,2015,1968 cc,7 Seats,3.92 Lakh
4261,Maruti Swift VXI,"18,946 kms",Petrol,Manual,1st Owner,2021,1984 cc,7 Seats,5.98 Lakh
4262,Maruti Baleno 1.2 Delta,"93,428 kms",Petrol,Manual,1st Owner,2017,1493 cc,5 Seats,4.91 Lakh
4263,Volkswagen Polo 1.2 MPI Comfortline,"44,000 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats,3.90 Lakh
4264,Hyundai EON Magna Plus,"37,646 kms",Petrol,Manual,2nd Owner,2014,1462 cc,5 Seats,2.17 Lakh
4265,Mahindra XUV500 W6 2WD,"31,188 kms",Diesel,Manual,1st Owner,2015,1998 cc,5 Seats,6.59 Lakh
4266,Hyundai Verna 1.6 CRDi EX MT,"78,960 kms",Diesel,Manual,2nd Owner,2014,1999 cc,5 Seats,4.50 Lakh
4267,Audi A4 35 TDI Technology Edition,"45,500 kms",Diesel,Automatic,1st Owner,2014,1395 cc,5 Seats,14.80 Lakh
4268,Audi A6 45 TFSI Technology,"16,000 kms",Petrol,Automatic,0th Owner,2021,1968 cc,5 Seats,57.80 Lakh
4269,Hyundai Verna S Plus Diesel,"7,622 kms",Diesel,Manual,1st Owner,2022,1968 cc,5 Seats,10.66 Lakh
4270,Chevrolet Enjoy TCDi LTZ 7 Seater,"87,365 kms",Diesel,Manual,1st Owner,2014,1498 cc,5 Seats,3.27 Lakh
4271,Maruti Ertiga ZXI AT,"13,672 kms",Petrol,Automatic,1st Owner,2021,1968 cc,5 Seats,10.59 Lakh
4272,Audi A4 Technology,"12,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats,45.90 Lakh
4273,Jaguar XF 2.0 Diesel Prestige,"59,000 kms",Diesel,Automatic,1st Owner,2018,1186 cc,5 Seats,29.80 Lakh
4274,Audi A4 30 TFSI Technology,"41,000 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats,33.80 Lakh
4275,Audi Q3 35 TDI Quattro Premium,"44,600 kms",Diesel,Automatic,1st Owner,2017,1199 cc,5 Seats,23.90 Lakh
4276,Audi Q3 35 TDI Quattro Premium Plus,"38,500 kms",Diesel,Automatic,2nd Owner,2013,1498 cc,5 Seats,12.80 Lakh
4277,Renault Duster 1.5 Petrol RXL,"33,809 kms",Petrol,Manual,1st Owner,2016,1396 cc,5 Seats,6.15 Lakh
4278,Audi A6 35 TDI Technology,"60,100 kms",Diesel,Automatic,2nd Owner,2015,1197 cc,5 Seats,19.75 Lakh
4279,Ford Aspire Titanium Automatic,"62,168 kms",Petrol,Automatic,1st Owner,2015,1248 cc,5 Seats,4.85 Lakh
4280,Hyundai Grand i10 1.2 CRDi Sportz,"79,500 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats,3.30 Lakh
4281,Nissan Micra XL,"43,732 kms",Petrol,Manual,1st Owner,2012,1497 cc,5 Seats,1.80 Lakh
4282,Honda Amaze V CVT Petrol,"82,200 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats,5.70 Lakh
4283,Ford Ecosport 1.5 DV5 MT Trend,"66,001 kms",Diesel,Manual,2nd Owner,2014,1197 cc,5 Seats,4.55 Lakh
4284,Hyundai i20 Sportz 1.4 CRDi,"83,204 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats,3.35 Lakh
4285,Maruti Baleno 1.2 Delta,"58,516 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,5.75 Lakh
4286,Maruti Ciaz ZDi Plus SHVS,"93,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,5.35 Lakh
4287,Hyundai Grand i10 Sportz,"73,000 kms",Petrol,Manual,1st Owner,2016,2143 cc,5 Seats,4.45 Lakh
4288,Honda City 1.5 S MT,"47,864 kms",Petrol,Manual,1st Owner,2009,1781 cc,5 Seats,2.45 Lakh
4289,Maruti Baleno 1.2 Zeta,"29,000 kms",Petrol,Manual,2nd Owner,2019,1396 cc,5 Seats,6.88 Lakh
4290,Hyundai i20 Magna 1.2,"81,000 kms",Petrol,Manual,1st Owner,2017,1798 cc,5 Seats,5.35 Lakh
4291,Hyundai i20 Asta Option 1.2,"69,000 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats,5.05 Lakh
4292,Hyundai Grand i10 AT Sportz,"29,000 kms",Petrol,Automatic,1st Owner,2014,1498 cc,5 Seats,4.35 Lakh
4293,Hyundai Grand i10 Sportz,"64,000 kms",Petrol,Manual,1st Owner,2014,1399 cc,5 Seats,3.85 Lakh
4294,Mercedes-Benz C-Class C 220 CDI Avantgarde,"71,000 kms",Diesel,Automatic,2nd Owner,2018,1197 cc,7 Seats,29.75 Lakh
4295,Audi A4 1.8 TFSI,"57,500 kms",Petrol,Automatic,3rd Owner,2013,1197 cc,5 Seats,14.80 Lakh
4296,Hyundai i20 Sportz 1.4 CRDi,"83,000 kms",Diesel,Manual,2nd Owner,2013,799 cc,5 Seats,3.35 Lakh
4297,Audi A6 35 TFSI Matrix,"12,000 kms",Petrol,Automatic,1st Owner,2016,2498 cc,5 Seats,33.80 Lakh
4298,Maruti Baleno Zeta,"29,000 kms",Petrol,Manual,2nd Owner,2019,1461 cc,6 Seats,6.88 Lakh
4299,Volkswagen Vento 1.5 TDI Comfortline,"93,000 kms",Diesel,Manual,1st Owner,2013,1197 cc,8 Seats,3.45 Lakh
4300,Ford Figo Diesel LXI,"90,300 kms",Diesel,Manual,1st Owner,2013,1461 cc,5 Seats,2.10 Lakh
4301,Hyundai Grand i10 Sportz,"73,000 kms",Petrol,Manual,1st Owner,2016,1198 cc,5 Seats,4.45 Lakh
4302,Maruti Baleno 1.2 Delta,"58,000 kms",Petrol,Manual,1st Owner,2018,2494 cc,5 Seats,5.75 Lakh
4303,Renault KWID RXT,"65,292 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,2.70 Lakh
4304,Mahindra Xylo E4,"1,12,341 kms",Diesel,Manual,1st Owner,2009,1199 cc,5 Seats,1.82 Lakh
4305,Nissan Sunny Diesel XL,"92,540 kms",Diesel,Manual,2nd Owner,2012,1061 cc,5 Seats,1.96 Lakh
4306,Hyundai Grand i10 Sportz,"69,470 kms",Petrol,Manual,1st Owner,2015,1582 cc,5 Seats,3.59 Lakh
4307,Renault Duster 110PS Diesel RxZ,"45,590 kms",Diesel,Manual,2nd Owner,2012,2143 cc,5 Seats,3.54 Lakh
4308,Mahindra KUV 100 NXT D75 K2,"54,137 kms",Diesel,Manual,1st Owner,2018,1998 cc,5 Seats,3.81 Lakh
4309,Toyota Innova 2.5 G (Diesel) 8 Seater,"60,130 kms",Diesel,Manual,2nd Owner,2012,1248 cc,5 Seats,4.65 Lakh
4310,Hyundai i10 Era,"54,858 kms",Petrol,Manual,2nd Owner,2012,1462 cc,5 Seats,2.01 Lakh
4311,Tata Altroz XZ,"11,939 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,7.80 Lakh
4312,Maruti Wagon R VXI Minor,"41,149 kms",Petrol,Manual,1st Owner,2009,1199 cc,5 Seats,1.30 Lakh
4313,Hyundai Verna 1.6 SX CRDi (O),"2,39,199 kms",Diesel,Manual,1st Owner,2012,2143 cc,5 Seats,3.36 Lakh
4314,Mercedes-Benz GLE 250d,"46,100 kms",Diesel,Automatic,1st Owner,2017,814 cc,5 Seats,45.75 Lakh
4315,BMW X3 xDrive 30i Luxury Line,"18,000 kms",Petrol,Automatic,1st Owner,2021,1396 cc,5 Seats,61.75 Lakh
4316,Maruti Swift VDI,"1,03,992 kms",Diesel,Manual,1st Owner,2012,998 cc,7 Seats,2.88 Lakh
4317,Maruti Brezza VXi,"1,026 kms",Petrol,Manual,1st Owner,2022,1582 cc,5 Seats,9.09 Lakh
4318,Hyundai Grand i10 1.2 Kappa Sportz BSIV,"14,748 kms",Petrol,Manual,1st Owner,2018,1368 cc,5 Seats,4.67 Lakh
4319,Tata Altroz XZ,"9,789 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats,7.98 Lakh
4320,Mercedes-Benz CLA 200 CDI Style,"56,000 kms",Diesel,Automatic,2nd Owner,2015,1248 cc,5 Seats,16 Lakh
4321,Hyundai EON Era Plus,"7,779 kms",Petrol,Manual,1st Owner,2015,1497 cc,5 Seats,2.31 Lakh
4322,Hyundai i20 Magna 1.4 CRDi,"81,867 kms",Diesel,Manual,4th Owner,2015,1497 cc,5 Seats,3.85 Lakh
4323,Maruti Wagon R LXI BS IV,"85,232 kms",Petrol,Manual,2nd Owner,2015,998 cc,5 Seats,2.76 Lakh
4324,Hyundai Verna 1.6 SX CRDi (O),"53,416 kms",Diesel,Manual,2nd Owner,2012,1197 cc,5 Seats,3.61 Lakh
4325,Jeep Compass 1.4 Longitude Plus AT,"78,000 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats,16.90 Lakh
4326,Mahindra XUV500 W8 FWD,"91,480 kms",Diesel,Manual,1st Owner,2012,1197 cc,5 Seats,4.46 Lakh
4327,Maruti Swift Dzire VDI,"55,385 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,5.70 Lakh
4328,Honda City i VTEC V,"57,264 kms",Petrol,Manual,1st Owner,2017,1120 cc,5 Seats,6.75 Lakh
4329,Mahindra XUV300 W4 Diesel,"15,220 kms",Diesel,Manual,1st Owner,2021,998 cc,5 Seats,9.23 Lakh
4330,Maruti Wagon R VXI BS IV,"34,438 kms",Petrol,Manual,2nd Owner,2014,1364 cc,5 Seats,2.62 Lakh
4331,Hyundai Grand i10 Sportz,"23,931 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats,4.17 Lakh
4332,Hyundai Xcent 1.2 Kappa S,"32,423 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats,3.55 Lakh
4333,Maruti Ignis Sigma,"6,944 kms",Petrol,Manual,1st Owner,2021,799 cc,5 Seats,5.16 Lakh
4334,Maruti Baleno 1.2 Delta,"51,906 kms",Petrol,Manual,1st Owner,2018,1498 cc,5 Seats,5.32 Lakh
4335,Hyundai Xcent 1.1 CRDi S Option,"55,975 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,3.71 Lakh
4336,Maruti Wagon R AMT VXI,"46,491 kms",Petrol,Automatic,1st Owner,2016,1956 cc,5 Seats,3.58 Lakh
4337,Toyota Platinum Etios 1.4 GXD,"25,330 kms",Diesel,Manual,1st Owner,2018,1968 cc,5 Seats,6.41 Lakh
4338,Maruti Swift VDI,"86,593 kms",Diesel,Manual,2nd Owner,2012,1197 cc,4 Seats,2.88 Lakh
4339,Hyundai i20 Asta,"76,634 kms",Petrol,Manual,2nd Owner,2010,796 cc,5 Seats,2.05 Lakh
4340,Renault KWID RXT,"37,094 kms",Petrol,Manual,2nd Owner,2018,1461 cc,7 Seats,2.82 Lakh
4341,Honda Amaze S i-Dtech,"94,817 kms",Diesel,Manual,2nd Owner,2014,624 cc,5 Seats,3.07 Lakh
4342,Hyundai i10 Magna 1.2,"78,841 kms",Petrol,Manual,4th Owner,2009,1196 cc,5 Seats,1.37 Lakh
4343,Tata Harrier XZ Plus,"30,193 kms",Diesel,Manual,1st Owner,2021,1493 cc,5 Seats,18.55 Lakh
4344,Audi A4 35 TDI Technology,"43,900 kms",Diesel,Automatic,1st Owner,2019,1396 cc,5 Seats,32.80 Lakh
4345,Maruti Swift VXI,"60,548 kms",Petrol,Manual,1st Owner,2018,936 cc,5 Seats,5.02 Lakh
4346,Maruti Alto 800 VXI Optional,"7,517 kms",Petrol,Manual,1st Owner,2019,1197 cc,4 Seats,3.17 Lakh
4347,Nissan Terrano XV 110 PS,"99,348 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats,4.14 Lakh
4348,Tata Nano Cx BSII,"48,977 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats,"53,250"
4349,Ford Aspire 1.2 Ti-VCT Titanium,"86,754 kms",Petrol,Manual,1st Owner,2015,1998 cc,5 Seats,3.65 Lakh
4350,Mahindra TUV 300 T8,"86,418 kms",Diesel,Manual,1st Owner,2017,1798 cc,5 Seats,5.54 Lakh
4351,Hyundai Venue SX Opt Diesel BSIV,"19,540 kms",Diesel,Manual,1st Owner,2019,1582 cc,5 Seats,10.02 Lakh
4352,Chevrolet Beat Diesel LT,"76,529 kms",Diesel,Manual,1st Owner,2013,1199 cc,5 Seats,1.26 Lakh
4353,Maruti Swift Dzire VXI 1.2,"43,334 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats,5.41 Lakh
4354,Maruti Swift Dzire VDI,"99,515 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,4.28 Lakh
4355,Maruti Vitara Brezza VDi,"47,264 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats,6.82 Lakh
4356,BMW 6 Series GT 630i Luxury Line 2018-2021,"20,800 kms",Petrol,Automatic,1st Owner,2019,1582 cc,5 Seats,55.80 Lakh
4357,Audi A4 35 TFSi Premium,"32,000 kms",Petrol,Automatic,1st Owner,2016,1582 cc,5 Seats,20.80 Lakh
4358,Hyundai Elantra CRDi SX,"87,995 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats,5.33 Lakh
4359,Honda WR-V i-VTEC S,"39,283 kms",Petrol,Manual,1st Owner,2017,1591 cc,5 Seats,5.70 Lakh
4360,Maruti Ciaz VDi Plus SHVS,"76,239 kms",Diesel,Manual,2nd Owner,2016,998 cc,5 Seats,5.48 Lakh
4361,Hyundai i20 Sportz,"1,040 kms",Petrol,Manual,1st Owner,2022,1395 cc,5 Seats,7.67 Lakh
4362,Honda City i-VTEC CVT V,"22,307 kms",Petrol,Automatic,1st Owner,2019,1498 cc,7 Seats,9.15 Lakh
4363,Hyundai Elantra CRDi SX,"55,538 kms",Diesel,Manual,2nd Owner,2013,1248 cc,8 Seats,5.33 Lakh
4364,Hyundai Verna 1.6 SX,"90,867 kms",Diesel,Manual,1st Owner,2013,998 cc,5 Seats,4.14 Lakh
4365,Maruti Ignis Sigma,"23,302 kms",Petrol,Manual,1st Owner,2021,2179 cc,5 Seats,4.91 Lakh
4366,Hyundai Verna VTVT 1.6 SX,"38,990 kms",Petrol,Manual,2nd Owner,2018,2179 cc,5 Seats,7.48 Lakh
4367,Maruti A-Star Vxi,"65,641 kms",Petrol,Manual,1st Owner,2010,1199 cc,5 Seats,1.44 Lakh
4368,Audi A4 30 TFSI Technology,"27,000 kms",Petrol,Automatic,2nd Owner,2018,1497 cc,5 Seats,32.80 Lakh
4369,Volkswagen Vento 1.5 TDI Comfortline,"95,129 kms",Diesel,Manual,1st Owner,2013,998 cc,5 Seats,3.45 Lakh
4370,Maruti Swift Dzire ZDI,"1,35,969 kms",Diesel,Manual,1st Owner,2012,1968 cc,5 Seats,3.46 Lakh
4371,Maruti Wagon R VXI,"23,400 kms",Petrol,Manual,3rd Owner,2020,998 cc,7 Seats,5.11 Lakh
4372,Mahindra Scorpio S7 140 BSIV,"55,461 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,10.64 Lakh
4373,Mahindra Scorpio SLE BSIV,"72,299 kms",Diesel,Manual,1st Owner,2010,1353 cc,5 Seats,3.70 Lakh
4374,Honda Amaze VX,"5,362 kms",Petrol,Manual,1st Owner,2022,2179 cc,5 Seats,8.16 Lakh
4375,Honda City GXi,"1,22,758 kms",Petrol,Manual,5th Owner,2005,1498 cc,6 Seats,1.05 Lakh
4376,Maruti Wagon R LXI BS IV,"66,081 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats,2.15 Lakh
4377,Audi A6 35 TDI,"85,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,7 Seats,19.80 Lakh
4378,Maruti Wagon R Stingray VXI,"1,31,022 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats,2.82 Lakh
4379,Maruti Swift VXI,"52,580 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats,2.86 Lakh
4380,Kia Seltos GTX Plus DCT,"41,714 kms",Petrol,Automatic,1st Owner,2020,2179 cc,5 Seats,16.95 Lakh
4381,Mahindra XUV500 W8 FWD,"1,21,446 kms",Diesel,Manual,1st Owner,2012,1991 cc,5 Seats,4.29 Lakh
4382,Honda City VX MT,"17,262 kms",Petrol,Manual,1st Owner,2020,814 cc,5 Seats,12.12 Lakh
4383,Maruti Swift Dzire VXI 1.2,"65,908 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats,5.41 Lakh
4384,Maruti Swift VXI,"7,282 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats,5.98 Lakh
4385,Mahindra KUV 100 mFALCON G80 K4,"69,404 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats,2.87 Lakh
4386,Maruti Swift Dzire VXI,"29,265 kms",Petrol,Manual,1st Owner,2015,1995 cc,5 Seats,4.08 Lakh
4387,Mahindra XUV500 R W10 FWD,"50,179 kms",Diesel,Manual,2nd Owner,2015,799 cc,5 Seats,7.95 Lakh
4388,Mercedes-Benz GLA Class Urban Edition 200,"29,774 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats,26.46 Lakh
4389,Hyundai EON D Lite Plus,"77,896 kms",Petrol,Manual,2nd Owner,2012,2143 cc,5 Seats,1.61 Lakh
4390,Honda City VX CVT,"6,144 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats,13.47 Lakh
4391,Maruti Swift VDI BSIV,"88,559 kms",Diesel,Manual,2nd Owner,2015,1198 cc,5 Seats,4.22 Lakh
4392,Hyundai Grand i10 Sportz,"51,927 kms",Petrol,Manual,2nd Owner,2016,814 cc,5 Seats,3.59 Lakh
4393,BMW 3 Series 320d Luxury Line,"99,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,7 Seats,13.50 Lakh
4394,Renault KWID RXL,"47,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,2.75 Lakh
4395,Maruti Baleno 1.3 Sigma,"35,000 kms",Diesel,Manual,1st Owner,2018,1086 cc,5 Seats,5.50 Lakh
4396,Mercedes-Benz C-Class C 220 CDI BE COR,"58,000 kms",Diesel,Automatic,1st Owner,2013,1248 cc,5 Seats,9.75 Lakh
4397,Honda City S,"48,000 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats,4 Lakh
4398,Honda Amaze VX AT i-Vtech,"45,000 kms",Petrol,Automatic,1st Owner,2014,1998 cc,5 Seats,4.75 Lakh
4399,Hyundai EON D Lite,"60,000 kms",Petrol,Manual,2nd Owner,2012,999 cc,5 Seats,1.90 Lakh
4400,Hyundai i20 Magna Optional 1.2,"23,000 kms",Petrol,Manual,1st Owner,2014,1396 cc,5 Seats,4.65 Lakh
4401,Hyundai Grand i10 1.2 Kappa Era,"45,000 kms",Petrol,Manual,1st Owner,2019,1495 cc,5 Seats,4.60 Lakh
4402,Hyundai i10 Magna 1.1L,"45,000 kms",Petrol,Manual,1st Owner,2014,1198 cc,5 Seats,3.25 Lakh
4403,Maruti Ertiga VDI,"58,000 kms",Diesel,Manual,1st Owner,2013,1186 cc,5 Seats,5.25 Lakh
4404,Hyundai i20 1.2 Spotz,"48,000 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats,6.25 Lakh
4405,BMW 2 Series 220i M Sport,"18,000 kms",Petrol,Automatic,1st Owner,2021,2499 cc,5 Seats,40 Lakh
4406,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,"16,000 kms",Petrol,Automatic,1st Owner,2022,2143 cc,5 Seats,16.75 Lakh
4407,Hyundai i20 Asta 1.4 CRDi,"90,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,4.65 Lakh
4408,Hyundai Accent GLE,"80,000 kms",Petrol,Manual,2nd Owner,2006,1199 cc,5 Seats,2.50 Lakh
4409,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,"1,40,000 kms",Petrol,Manual,1st Owner,2018,1461 cc,5 Seats,8.30 Lakh
4410,Hyundai Grand i10 1.2 CRDi Asta,"60,000 kms",Diesel,Manual,2nd Owner,2019,998 cc,5 Seats,4 Lakh
4411,Honda WR-V i-VTEC VX,"17,000 kms",Petrol,Manual,1st Owner,2019,2143 cc,5 Seats,9 Lakh
4412,Lexus NX 300h,"1,11,000 kms",Petrol,Automatic,1st Owner,2018,1061 cc,5 Seats,42 Lakh
4413,Mercedes-Benz M-Class ML 250 CDI,"38,000 kms",Diesel,Automatic,2nd Owner,2015,1248 cc,5 Seats,28.50 Lakh
4414,Maruti Swift VXI,"80,000 kms",Petrol,Manual,2nd Owner,2013,1498 cc,5 Seats,3.85 Lakh
4415,Honda Amaze V Petrol BSIV,"36,500 kms",Petrol,Manual,1st Owner,2017,1196 cc,5 Seats,6 Lakh
4416,Nissan Sunny XE D,"55,000 kms",Diesel,Manual,2nd Owner,2018,1497 cc,5 Seats,4.25 Lakh
4417,Maruti Wagon R VXI Optional,"80,000 kms",Petrol,Manual,2nd Owner,2016,796 cc,5 Seats,3 Lakh
4418,Mercedes-Benz C-Class C 220 CDI Elegance AT,"98,000 kms",Diesel,Automatic,2nd Owner,2010,1198 cc,5 Seats,6.20 Lakh
4419,Maruti Wagon R LXI Minor,"2,00,000 kms",Petrol,Manual,3rd Owner,2007,796 cc,5 Seats,1.98 Lakh
4420,Maruti Swift VDI,"1,40,000 kms",Diesel,Manual,2nd Owner,2012,1198 cc,5 Seats,3.25 Lakh
4421,Volkswagen Vento 1.5 TDI Highline,"1,00,000 kms",Diesel,Manual,2nd Owner,2014,1497 cc,5 Seats,3.60 Lakh
4422,Maruti Eeco 5 Seater AC BSIV,"1,68,000 kms",Petrol,Manual,3rd Owner,2012,1196 cc,5 Seats,2.30 Lakh
4423,Kia Seltos HTX IVT G,"25,000 kms",Petrol,Automatic,1st Owner,2021,995 cc,7 Seats,15 Lakh
4424,Maruti Alto LX BSIII,"1,20,000 kms",Petrol,Manual,4th Owner,2009,998 cc,5 Seats,1.10 Lakh
4425,Honda Amaze E i-VTEC,"30,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,7 Seats,4.45 Lakh
4426,Maruti Alto LX,"1,00,000 kms",Petrol,Manual,1st Owner,2011,1497 cc,5 Seats,1.36 Lakh
4427,Nissan Micra Active XL Petrol,"80,000 kms",Petrol,Manual,1st Owner,2016,1461 cc,5 Seats,2.50 Lakh
4428,Honda City i VTEC VX Option,"50,000 kms",Petrol,Manual,1st Owner,2016,1196 cc,5 Seats,10 Lakh
4429,Maruti Eeco CNG 5 Seater AC,"40,000 kms",Cng,Manual,1st Owner,2021,1796 cc,7 Seats,2.90 Lakh
4430,Chevrolet Spark 1.0 LS,"1,00,000 kms",Petrol,Manual,4th Owner,2009,1061 cc,5 Seats,"55,000"
4431,Maruti Wagon R VXI Optional,"1,66,000 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats,3 Lakh
4432,Maruti Alto 800 LXI,"74,000 kms",Petrol,Manual,1st Owner,2014,1373 cc,5 Seats,1.85 Lakh
4433,Honda BR-V i-VTEC E MT,"80,000 kms",Petrol,Manual,1st Owner,2017,1451 cc,5 Seats,7 Lakh
4434,Renault Duster 85PS Diesel RxS,"60,000 kms",Diesel,Manual,2nd Owner,2019,1197 cc,5 Seats,6.50 Lakh
4435,Maruti Eeco 7 Seater STD 2020-2022,"50,000 kms",Petrol,Manual,2nd Owner,2020,1498 cc,5 Seats,4.10 Lakh
4436,Mercedes-Benz E-Class E 200 CGI Elegance,"70,000 kms",Petrol,Automatic,2nd Owner,2011,1248 cc,5 Seats,10 Lakh
4437,Maruti Wagon R LXI Minor,"73,000 kms",Petrol,Manual,2nd Owner,2010,1497 cc,5 Seats,2.20 Lakh
4438,Hyundai i20 1.2 Asta Option,"70,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,6.50 Lakh
4439,Maruti Ertiga LXI CNG,"1,20,000 kms",Cng,Manual,3rd Owner,2014,1798 cc,7 Seats,3.85 Lakh
4440,MG Hector Sharp DCT,"40,000 kms",Petrol,Automatic,1st Owner,2021,1248 cc,5 Seats,17 Lakh
4441,Hyundai i20 1.2 Asta,"50,000 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats,6.75 Lakh
4442,Honda Amaze SX i-DTEC,"70,000 kms",Diesel,Manual,2nd Owner,2015,2179 cc,5 Seats,4.70 Lakh
4443,Maruti Ciaz ZDi Plus SHVS,"70,000 kms",Diesel,Manual,2nd Owner,2015,2967 cc,5 Seats,5.90 Lakh
4444,Honda City 1.5 V AT,"92,000 kms",Petrol,Automatic,2nd Owner,2010,1197 cc,5 Seats,3.50 Lakh
4445,Hyundai Grand i10 Magna,"60,000 kms",Petrol,Manual,1st Owner,2015,1797 cc,5 Seats,4.11 Lakh
